frame,x,y,z
3.281000000000000000e+03,-1.657874427647129945e-01,-3.035634234248909408e-02,-7.844593256855944552e-02
3.297000000000000000e+03,-1.290342291958408716e-01,-4.228968969549731088e-02,-5.647098832784725603e-02
3.313000000000000000e+03,-8.551411799540208081e-02,-4.307198432626175373e-04,-3.912184324127146104e-03
3.329000000000000000e+03,-7.958126827549011351e-02,-2.461640140330938892e-03,-2.950547819500448990e-02
3.345000000000000000e+03,-7.949388885410034467e-02,-5.546416634773673922e-03,-2.079796259432572722e-02
3.361000000000000000e+03,-7.545316807182772534e-02,-4.757059951215891758e-03,-1.670071148331674082e-02
3.377000000000000000e+03,-7.454818006640122341e-02,-4.275867343863289441e-03,-1.639140242624883767e-02
3.393000000000000000e+03,-7.154149503208168115e-02,-3.398411119654307783e-03,-1.608384076541635385e-02
3.409000000000000000e+03,-8.325102519162488890e-02,5.329516619223743749e-04,-2.311563044831658684e-02
3.425000000000000000e+03,-8.712060585746904395e-02,-3.261002167580806695e-03,-1.765170776988146673e-02
3.441000000000000000e+03,-1.186636879458285443e-01,-1.284296470442454138e-02,-1.280359536650319159e-02
3.457000000000000000e+03,-1.053805801389105790e-01,-5.122248407939330138e-03,-1.751684459466568491e-02
3.473000000000000000e+03,-8.029693056175482568e-02,6.897059043054953788e-04,-1.219420108426572461e-02
3.489000000000000000e+03,-5.073047385946913290e-02,1.050497681414146699e-02,6.334793780851637711e-03
3.505000000000000000e+03,-3.103594825598476187e-02,1.783606586572492742e-02,2.282003610451490902e-02
3.521000000000000000e+03,-3.285682069588558712e-02,1.452550955213999760e-02,2.262644142271279246e-02
3.537000000000000000e+03,-2.851325710383628004e-02,2.186243879908101716e-03,1.171592008948139224e-02
3.553000000000000000e+03,-5.807289419984099782e-02,-1.199274641041811994e-02,1.078027755816719085e-02
3.569000000000000000e+03,-6.287708444433322275e-02,-1.665016610073119172e-02,6.721895406138457367e-03
3.585000000000000000e+03,-7.198140333784967815e-02,-1.605537275341169592e-02,2.107706506462188670e-02
3.601000000000000000e+03,-8.314137267966420497e-02,-1.464320110074820991e-02,3.397561813015727294e-02
3.617000000000000000e+03,-4.802102808196608702e-02,9.699770169672368089e-03,5.034447154169712640e-02
3.633000000000000000e+03,-2.117617964832567423e-02,1.888807523659351631e-02,5.986287199223545852e-02
3.649000000000000000e+03,3.195604554904170336e-02,3.520809831050084743e-02,5.919961186708538187e-02
3.665000000000000000e+03,8.391240283689387069e-02,3.244331481873708595e-02,8.412929410723907209e-02
3.681000000000000000e+03,-9.721797476142587935e-03,3.985623625061266578e-02,5.852252662097779529e-02
3.697000000000000000e+03,-8.434829852981617915e-02,2.541604417088158194e-02,2.956126553362921697e-02
3.713000000000000000e+03,-8.131289516614723101e-02,3.397124490035106914e-02,3.180479195111226426e-02
3.729000000000000000e+03,-3.968757002851221183e-02,7.385271137021767740e-02,1.442027665209772054e-02
3.745000000000000000e+03,1.575051582846427600e-02,8.083209548061844052e-02,-1.869830539618944640e-03
3.761000000000000000e+03,-7.407160892436273625e-02,3.378373068713590166e-02,2.112933833082536808e-02
3.777000000000000000e+03,-4.507200518535669359e-02,2.289031104449221199e-02,8.553696127213024358e-03
3.793000000000000000e+03,5.402864710084642752e-02,5.807121146820704016e-02,8.342089078749526099e-02
3.809000000000000000e+03,9.627555775806782845e-02,6.840539141332722950e-02,6.999504189088302797e-02
3.825000000000000000e+03,8.492309910243375781e-02,6.743935236579698400e-02,4.310277354626820129e-02
3.841000000000000000e+03,6.625319904993712261e-02,6.136996144150831667e-02,8.637613912247139522e-03
3.857000000000000000e+03,6.273743306975815281e-02,6.565437829802010794e-02,6.196535649041464561e-02
3.873000000000000000e+03,9.762079833494488601e-02,5.830149290876651680e-02,7.474162304451927030e-02
